"field","label","description","temporal","category","subcategory","identifier"
"94479-3","Human coronavirus 229E RNA [Presence] in Lower respiratory specimen by NAA with non-probe detection","Human coronavirus 229E RNA [Presence] in Lower respiratory specimen by NAA with non-probe detection","1","Laboratory","Other Labs","0"
"94481-9","Human coronavirus NL63 RNA [Presence] in Lower respiratory specimen by NAA with non-probe detection","Human coronavirus NL63 RNA [Presence] in Lower respiratory specimen by NAA with non-probe detection","1","Laboratory","Other Labs","0"
"94482-7","Human coronavirus OC43 RNA [Presence] in Lower respiratory specimen by NAA with non-probe detection","Human coronavirus OC43 RNA [Presence] in Lower respiratory specimen by NAA with non-probe detection","1","Laboratory","Other Labs","0"
"94483-5","Parainfluenza virus 1 RNA [Presence] in Lower respiratory specimen by NAA with non-probe detection","Parainfluenza virus 1 RNA [Presence] in Lower respiratory specimen by NAA with non-probe detection","1","Laboratory","Other Labs","0"
"94484-3","Parainfluenza virus 2 RNA [Presence] in Lower respiratory specimen by NAA with non-probe detection","Parainfluenza virus 2 RNA [Presence] in Lower respiratory specimen by NAA with non-probe detection","1","Laboratory","Other Labs","0"
"94485-0","Parainfluenza virus 3 RNA [Presence] in Lower respiratory specimen by NAA with non-probe detection","Parainfluenza virus 3 RNA [Presence] in Lower respiratory specimen by NAA with non-probe detection","1","Laboratory","Other Labs","0"
"94486-8","Parainfluenza virus 4 RNA [Presence] in Lower respiratory specimen by NAA with non-probe detection","Parainfluenza virus 4 RNA [Presence] in Lower respiratory specimen by NAA with non-probe detection","1","Laboratory","Other Labs","0"
"94460-3","Healthcare navigator Conference note","Healthcare navigator Conference note","1","Laboratory","Other Labs","0"
"94461-1","Solid Organ Transplant Consult note","Solid Organ Transplant Consult note","1","Laboratory","Other Labs","0"
"94462-9","Cardiology Intensive care unit Consult note","Cardiology Intensive care unit Consult note","1","Laboratory","Other Labs","0"
"94463-7","Bone Marrow Transplant Consult note","Bone Marrow Transplant Consult note","1","Laboratory","Other Labs","0"
"94464-5","Solid Organ Transplant Discharge summary","Solid Organ Transplant Discharge summary","1","Laboratory","Other Labs","0"
"94465-2","Bone Marrow Transplant Discharge summary","Bone Marrow Transplant Discharge summary","1","Laboratory","Other Labs","0"
"94466-0","Solid Organ Transplant Progress note","Solid Organ Transplant Progress note","1","Laboratory","Other Labs","0"
"94468-6","Bone Marrow Transplant Progress note","Bone Marrow Transplant Progress note","1","Laboratory","Other Labs","0"
"94467-8","Cardiology Intensive care unit Progress note","Cardiology Intensive care unit Progress note","1","Laboratory","Other Labs","0"
"94459-5","Date treatment prescribed","Date treatment prescribed","1","Laboratory","Other Labs","0"
"94454-6","Arsenite [Mass/volume] in Urine","Arsenite [Mass/volume] in Urine","1","Laboratory","Other Labs","0"
"94455-3","Arsenobetaine [Mass/volume] in Urine","Arsenobetaine [Mass/volume] in Urine","1","Laboratory","Other Labs","0"
"94456-1","Arsenocholine [Mass/volume] in Urine","Arsenocholine [Mass/volume] in Urine","1","Laboratory","Other Labs","0"
"94458-7","Monomethylarsonate [Mass/volume] in Urine","Monomethylarsonate [Mass/volume] in Urine","1","Laboratory","Other Labs","0"
"94457-9","Dimethylarsinate [Mass/volume] in Urine","Dimethylarsinate [Mass/volume] in Urine","1","Laboratory","Other Labs","0"
"94428-0","HLA class I and II IgG panel - Serum or Plasma by Flow cytometry (FC)","HLA class I and II IgG panel - Serum or Plasma by Flow cytometry (FC)","1","Laboratory","Other Labs","0"
"94429-8","HLA-DP & DQ & DR (class II) Ab.IgG low risk [Identifier] in Serum or Plasma by Flow cytometry (FC)","HLA-DP & DQ & DR (class II) Ab.IgG low risk [Identifier] in Serum or Plasma by Flow cytometry (FC)","1","Laboratory","Other Labs","0"
"94430-6","HLA-A & B & C (class I) Ab.IgG low risk [Identifier] in Serum or Plasma by Flow cytometry (FC)","HLA-A & B & C (class I) Ab.IgG low risk [Identifier] in Serum or Plasma by Flow cytometry (FC)","1","Laboratory","Other Labs","0"
"94432-2","HLA-DP and DQ and DR (class II) IgG Ab [Identifier] in Serum or Plasma by Flow cytometry (FC)","HLA-DP and DQ and DR (class II) IgG Ab [Identifier] in Serum or Plasma by Flow cytometry (FC)","1","Laboratory","Other Labs","0"
"94431-4","Dilution factor [Titer] in Serum or Plasma","Dilution factor [Titer] in Serum or Plasma","1","Laboratory","Other Labs","0"
"94434-8","HLA-DPB1 IgG Ab [Identifier] in Serum or Plasma by Flow cytometry (FC)","HLA-DPB1 IgG Ab [Identifier] in Serum or Plasma by Flow cytometry (FC)","1","Laboratory","Other Labs","0"
"94433-0","HLA-DP & DQ & DR (class II) Ab.IgG with prozone effect [Identifier] in Serum or Plasma by Flow cytometry (FC)","HLA-DP & DQ & DR (class II) Ab.IgG with prozone effect [Identifier] in Serum or Plasma by Flow cytometry (FC)","1","Laboratory","Other Labs","0"
"94437-1","HLA-DQA1 IgG Ab [Identifier] in Serum or Plasma by Flow cytometry (FC)","HLA-DQA1 IgG Ab [Identifier] in Serum or Plasma by Flow cytometry (FC)","1","Laboratory","Other Labs","0"
"94436-3","HLA-DQB1 IgG Ab [Identifier] in Serum or Plasma by Flow cytometry (FC)","HLA-DQB1 IgG Ab [Identifier] in Serum or Plasma by Flow cytometry (FC)","1","Laboratory","Other Labs","0"
"94435-5","HLA-DPA1 IgG Ab [Identifier] in Serum or Plasma by Flow cytometry (FC)","HLA-DPA1 IgG Ab [Identifier] in Serum or Plasma by Flow cytometry (FC)","1","Laboratory","Other Labs","0"
"94438-9","HLA-DRB3 & HLA-DRB4 & HLA DRB5 IgG Ab [Identifier] in Serum or Plasma by Flow cytometry (FC)","HLA-DRB3 & HLA-DRB4 & HLA DRB5 IgG Ab [Identifier] in Serum or Plasma by Flow cytometry (FC)","1","Laboratory","Other Labs","0"
"94439-7","HLA-DRB1 IgG Ab [Identifier] in Serum or Plasma by Flow cytometry (FC)","HLA-DRB1 IgG Ab [Identifier] in Serum or Plasma by Flow cytometry (FC)","1","Laboratory","Other Labs","0"
"94440-5","HLA-DP and DQ and DR (class II) IgG panel - Serum or Plasma by Flow cytometry (FC)","HLA-DP and DQ and DR (class II) IgG panel - Serum or Plasma by Flow cytometry (FC)","1","Laboratory","Other Labs","0"
"94441-3","HLA-A and B and C (class I) IgG Ab [Identifier] in Serum or Plasma by Flow cytometry (FC)","HLA-A and B and C (class I) IgG Ab [Identifier] in Serum or Plasma by Flow cytometry (FC)","1","Laboratory","Other Labs","0"
"94442-1","HLA-A & B & C (class I) Ab.IgG with prozone effect [Identifier] in Serum or Plasma by Flow cytometry (FC)","HLA-A & B & C (class I) Ab.IgG with prozone effect [Identifier] in Serum or Plasma by Flow cytometry (FC)","1","Laboratory","Other Labs","0"
"94443-9","HLA-C IgG Ab [Identifier] in Serum or Plasma by Flow cytometry (FC)","HLA-C IgG Ab [Identifier] in Serum or Plasma by Flow cytometry (FC)","1","Laboratory","Other Labs","0"
"94444-7","HLA-B IgG Ab [Identifier] in Serum or Plasma by Flow cytometry (FC)","HLA-B IgG Ab [Identifier] in Serum or Plasma by Flow cytometry (FC)","1","Laboratory","Other Labs","0"
"94445-4","HLA-A IgG Ab [Identifier] in Serum or Plasma by Flow cytometry (FC)","HLA-A IgG Ab [Identifier] in Serum or Plasma by Flow cytometry (FC)","1","Laboratory","Other Labs","0"
"94446-2","HLA-A and B and C (class I) IgG panel - Serum or Plasma by Flow cytometry (FC)","HLA-A and B and C (class I) IgG panel - Serum or Plasma by Flow cytometry (FC)","1","Laboratory","Other Labs","0"
"94447-0","HLA-DP & DQ & DR (class II) Ab.IgG high risk [Identifier] in Serum or Plasma by Flow cytometry (FC)","HLA-DP & DQ & DR (class II) Ab.IgG high risk [Identifier] in Serum or Plasma by Flow cytometry (FC)","1","Laboratory","Other Labs","0"
"94448-8","HLA-DP & DQ & DR (class II) Ab.IgG intermediate risk [Identifier] in Serum or Plasma by Flow cytometry (FC)","HLA-DP & DQ & DR (class II) Ab.IgG intermediate risk [Identifier] in Serum or Plasma by Flow cytometry (FC)","1","Laboratory","Other Labs","0"
"94449-6","HLA-A & B & C (class I) Ab.IgG high risk [Identifier] in Serum or Plasma by Flow cytometry (FC)","HLA-A & B & C (class I) Ab.IgG high risk [Identifier] in Serum or Plasma by Flow cytometry (FC)","1","Laboratory","Other Labs","0"
"94450-4","HLA-A & B & C (class I) Ab.IgG intermediate risk [Identifier] in Serum or Plasma by Flow cytometry (FC)","HLA-A & B & C (class I) Ab.IgG intermediate risk [Identifier] in Serum or Plasma by Flow cytometry (FC)","1","Laboratory","Other Labs","0"
"94426-4","Dengue virus 1+2+3+4 3' UTR RNA [Presence] in Cerebral spinal fluid by NAA with probe detection","Dengue virus 1+2+3+4 3' UTR RNA [Presence] in Cerebral spinal fluid by NAA with probe detection","1","Laboratory","Other Labs","0"
"94427-2","Dengue virus 1+2+3+4 3' UTR RNA [Presence] in Serum by NAA with probe detection","Dengue virus 1+2+3+4 3' UTR RNA [Presence] in Serum by NAA with probe detection","1","Laboratory","Other Labs","0"
"94332-4","Microsporidia sp 18S rRNA gene panel - Unspecified specimen by NAA with non-probe detection","Microsporidia sp 18S rRNA gene panel - Unspecified specimen by NAA with non-probe detection","1","Laboratory","Other Labs","0"
"94333-2","Encephalitozoon sp 18S rRNA gene [Presence] in Unspecified specimen by NAA with non-probe detection","Encephalitozoon sp 18S rRNA gene [Presence] in Unspecified specimen by NAA with non-probe detection","1","Laboratory","Other Labs","0"
"94334-0","Enterocytozoon bieneusi 18S rRNA gene [Presence] in Unspecified specimen by NAA with non-probe detection","Enterocytozoon bieneusi 18S rRNA gene [Presence] in Unspecified specimen by NAA with non-probe detection","1","Laboratory","Other Labs","0"
"94335-7","Desmoglein 1 and Desmoglein 3 IgG panel - Serum by Immunoassay","Desmoglein 1 and Desmoglein 3 IgG panel - Serum by Immunoassay","1","Laboratory","Other Labs","0"
"94336-5","Desmoglein 1 IgG Ab [Units/volume] in Serum by Immunoassay","Desmoglein 1 IgG Ab [Units/volume] in Serum by Immunoassay","1","Laboratory","Other Labs","0"
"94337-3","Desmoglein 3 IgG Ab [Units/volume] in Serum by Immunoassay","Desmoglein 3 IgG Ab [Units/volume] in Serum by Immunoassay","1","Laboratory","Other Labs","0"
"94338-1","Chromosome 13+15+16+18+21+22+X+Y aneuploidy in Products of Conception by FISH","Chromosome 13+15+16+18+21+22+X+Y aneuploidy in Products of Conception by FISH","1","Laboratory","Other Labs","0"
"94339-9","Autoimmune myelopathy evaluation panel - Serum","Autoimmune myelopathy evaluation panel - Serum","1","Laboratory","Other Labs","0"
"94340-7","Amphiphysin IgG Ab [Titer] in Serum by Immunofluorescence","Amphiphysin IgG Ab [Titer] in Serum by Immunofluorescence","1","Laboratory","Other Labs","0"
"94341-5","Glial nuclear type 1 IgG Ab [Titer] in Serum by Immunofluorescence","Glial nuclear type 1 IgG Ab [Titer] in Serum by Immunofluorescence","1","Laboratory","Other Labs","0"
"94342-3","Neuronal nuclear type 1 IgG Ab [Titer] in Serum by Immunofluorescence","Neuronal nuclear type 1 IgG Ab [Titer] in Serum by Immunofluorescence","1","Laboratory","Other Labs","0"
"94343-1","Neuronal nuclear type 2 IgG Ab [Titer] in Serum by Immunofluorescence","Neuronal nuclear type 2 IgG Ab [Titer] in Serum by Immunofluorescence","1","Laboratory","Other Labs","0"
"94346-4","Glial fibrillary acidic protein alpha subunit IgG Ab [Presence] in Serum by Immunofluorescence","Glial fibrillary acidic protein alpha subunit IgG Ab [Presence] in Serum by Immunofluorescence","1","Laboratory","Other Labs","0"
"94344-9","Neuronal nuclear type 3 IgG Ab [Titer] in Serum by Immunofluorescence","Neuronal nuclear type 3 IgG Ab [Titer] in Serum by Immunofluorescence","1","Laboratory","Other Labs","0"
"94345-6","Glutamate decarboxylase 65 IgG+IgM Ab [Moles/volume] in Serum by Immunoassay","Glutamate decarboxylase 65 IgG+IgM Ab [Moles/volume] in Serum by Immunoassay","1","Laboratory","Other Labs","0"
"94349-8","Voltage-gated calcium channel P/Q type binding IgG+IgM Ab [Moles/volume] in Serum by Immunoassay","Voltage-gated calcium channel P/Q type binding IgG+IgM Ab [Moles/volume] in Serum by Immunoassay","1","Laboratory","Other Labs","0"
"94347-2","Metabotropic glutamate receptor 1 IgG Ab [Presence] in Serum by Immunofluorescence","Metabotropic glutamate receptor 1 IgG Ab [Presence] in Serum by Immunofluorescence","1","Laboratory","Other Labs","0"
"94348-0","Voltage-gated calcium channel N type binding IgG+IgM Ab [Moles/volume] in Serum by Immunoassay","Voltage-gated calcium channel N type binding IgG+IgM Ab [Moles/volume] in Serum by Immunoassay","1","Laboratory","Other Labs","0"
"94350-6","PCA-1 IgG Ab [Titer] in Serum by Immunofluorescence","PCA-1 IgG Ab [Titer] in Serum by Immunofluorescence","1","Laboratory","Other Labs","0"
"94351-4","PCA-2 IgG Ab [Titer] in Serum by Immunofluorescence","PCA-2 IgG Ab [Titer] in Serum by Immunofluorescence","1","Laboratory","Other Labs","0"
"94352-2","PCA-Tr IgG Ab [Titer] in Serum by Immunofluorescence","PCA-Tr IgG Ab [Titer] in Serum by Immunofluorescence","1","Laboratory","Other Labs","0"
"94353-0","Autoimmune myelopathy evaluation panel - Cerebral spinal fluid","Autoimmune myelopathy evaluation panel - Cerebral spinal fluid","1","Laboratory","Other Labs","0"
"94354-8","Amphiphysin IgG Ab [Titer] in Cerebral spinal fluid by Immunofluorescence","Amphiphysin IgG Ab [Titer] in Cerebral spinal fluid by Immunofluorescence","1","Laboratory","Other Labs","0"
"94357-1","Neuronal nuclear type 2 IgG Ab [Titer] in Cerebral spinal fluid by Immunofluorescence","Neuronal nuclear type 2 IgG Ab [Titer] in Cerebral spinal fluid by Immunofluorescence","1","Laboratory","Other Labs","0"
"94355-5","Glial nuclear type 1 IgG Ab [Titer] in Cerebral spinal fluid by Immunofluorescence","Glial nuclear type 1 IgG Ab [Titer] in Cerebral spinal fluid by Immunofluorescence","1","Laboratory","Other Labs","0"
"94356-3","Neuronal nuclear type 1 IgG Ab [Titer] in Cerebral spinal fluid by Immunofluorescence","Neuronal nuclear type 1 IgG Ab [Titer] in Cerebral spinal fluid by Immunofluorescence","1","Laboratory","Other Labs","0"
"94360-5","Glial fibrillary acidic protein IgG Ab [Presence] in Cerebral spinal fluid by Immunofluorescence","Glial fibrillary acidic protein IgG Ab [Presence] in Cerebral spinal fluid by Immunofluorescence","1","Laboratory","Other Labs","0"
"94358-9","Neuronal nuclear type 3 IgG Ab [Titer] in Cerebral spinal fluid by Immunofluorescence","Neuronal nuclear type 3 IgG Ab [Titer] in Cerebral spinal fluid by Immunofluorescence","1","Laboratory","Other Labs","0"
"94359-7","Glutamate decarboxylase 65 IgG+IgM Ab [Moles/volume] in Cerebral spinal fluid by Immunoassay","Glutamate decarboxylase 65 IgG+IgM Ab [Moles/volume] in Cerebral spinal fluid by Immunoassay","1","Laboratory","Other Labs","0"
"94361-3","Metabotropic glutamate receptor 1 IgG Ab [Presence] in Cerebral spinal fluid by Immunofluorescence","Metabotropic glutamate receptor 1 IgG Ab [Presence] in Cerebral spinal fluid by Immunofluorescence","1","Laboratory","Other Labs","0"
"94362-1","PCA-Tr IgG Ab [Titer] in Cerebral spinal fluid by Immunofluorescence","PCA-Tr IgG Ab [Titer] in Cerebral spinal fluid by Immunofluorescence","1","Laboratory","Other Labs","0"
"94363-9","PCA-1 IgG Ab [Titer] in Cerebral spinal fluid by Immunofluorescence","PCA-1 IgG Ab [Titer] in Cerebral spinal fluid by Immunofluorescence","1","Laboratory","Other Labs","0"
"94364-7","PCA-2 IgG Ab [Titer] in Cerebral spinal fluid by Immunofluorescence","PCA-2 IgG Ab [Titer] in Cerebral spinal fluid by Immunofluorescence","1","Laboratory","Other Labs","0"
"94365-4","Bordetella pertussis DNA [Presence] in Lower respiratory specimen by NAA with probe detection","Bordetella pertussis DNA [Presence] in Lower respiratory specimen by NAA with probe detection","1","Laboratory","Other Labs","0"
"94366-2","Streptococcus pyogenes DNA [Presence] in Lower respiratory specimen by NAA with probe detection","Streptococcus pyogenes DNA [Presence] in Lower respiratory specimen by NAA with probe detection","1","Laboratory","Other Labs","0"
"94367-0","Streptococcus pneumoniae DNA [Presence] in Lower respiratory specimen by NAA with probe detection","Streptococcus pneumoniae DNA [Presence] in Lower respiratory specimen by NAA with probe detection","1","Laboratory","Other Labs","0"
"94369-6","Staphylococcus aureus DNA [Presence] in Lower respiratory specimen by NAA with probe detection","Staphylococcus aureus DNA [Presence] in Lower respiratory specimen by NAA with probe detection","1","Laboratory","Other Labs","0"
"94368-8","Streptococcus agalactiae DNA [Presence] in Lower respiratory specimen by NAA with probe detection","Streptococcus agalactiae DNA [Presence] in Lower respiratory specimen by NAA with probe detection","1","Laboratory","Other Labs","0"
"94370-4","Serratia marcescens DNA [Presence] in Lower respiratory specimen by NAA with probe detection","Serratia marcescens DNA [Presence] in Lower respiratory specimen by NAA with probe detection","1","Laboratory","Other Labs","0"
"94371-2","Pseudomonas aeruginosa DNA [Presence] in Lower respiratory specimen by NAA with probe detection","Pseudomonas aeruginosa DNA [Presence] in Lower respiratory specimen by NAA with probe detection","1","Laboratory","Other Labs","0"
"94372-0","Proteus sp DNA [Presence] in Lower respiratory specimen by NAA with probe detection","Proteus sp DNA [Presence] in Lower respiratory specimen by NAA with probe detection","1","Laboratory","Other Labs","0"
"94373-8","Moraxella catarrhalis DNA [Presence] in Lower respiratory specimen by NAA with probe detection","Moraxella catarrhalis DNA [Presence] in Lower respiratory specimen by NAA with probe detection","1","Laboratory","Other Labs","0"
"94374-6","Klebsiella pneumoniae DNA [Presence] in Lower respiratory specimen by NAA with probe detection","Klebsiella pneumoniae DNA [Presence] in Lower respiratory specimen by NAA with probe detection","1","Laboratory","Other Labs","0"
"94375-3","Klebsiella oxytoca DNA [Presence] in Lower respiratory specimen by NAA with probe detection","Klebsiella oxytoca DNA [Presence] in Lower respiratory specimen by NAA with probe detection","1","Laboratory","Other Labs","0"
"94377-9","Haemophilus influenzae DNA [Presence] in Lower respiratory specimen by NAA with probe detection","Haemophilus influenzae DNA [Presence] in Lower respiratory specimen by NAA with probe detection","1","Laboratory","Other Labs","0"
"94378-7","Escherichia coli DNA [Presence] in Lower respiratory specimen by NAA with probe detection","Escherichia coli DNA [Presence] in Lower respiratory specimen by NAA with probe detection","1","Laboratory","Other Labs","0"
"94376-1","Klebsiella aerogenes DNA [Presence] in Lower respiratory specimen by NAA with probe detection","Klebsiella aerogenes DNA [Presence] in Lower respiratory specimen by NAA with probe detection","1","Laboratory","Other Labs","0"
"94380-3","Acinetobacter baumannii DNA [Presence] in Lower respiratory specimen by NAA with probe detection","Acinetobacter baumannii DNA [Presence] in Lower respiratory specimen by NAA with probe detection","1","Laboratory","Other Labs","0"
"94379-5","Enterobacter cloacae complex DNA [Presence] in Lower respiratory specimen by NAA with probe detection","Enterobacter cloacae complex DNA [Presence] in Lower respiratory specimen by NAA with probe detection","1","Laboratory","Other Labs","0"
"94381-1","2,3-dinor 11 beta-Prostaglandin F2 alpha/Creatinine [Mass Ratio] in 24 hour Urine","2,3-dinor 11 beta-Prostaglandin F2 alpha/Creatinine [Mass Ratio] in 24 hour Urine","1","Laboratory","Other Labs","0"
"94391-0","Respiratory viral pathogens DNA and RNA panel - Lower respiratory specimen by NAA with probe detection","Respiratory viral pathogens DNA and RNA panel - Lower respiratory specimen by NAA with probe detection","1","Laboratory","Other Labs","0"
"94392-8","Bordetella pertussis+parapertussis+bronchiseptica gidA gene [Presence] in Lower respiratory specimen by NAA with probe detection","Bordetella pertussis+parapertussis+bronchiseptica gidA gene [Presence] in Lower respiratory specimen by NAA with probe detection","1","Laboratory","Other Labs","0"
"94394-4","Influenza virus A H3 RNA [Presence] in Lower respiratory specimen by NAA with probe detection","Influenza virus A H3 RNA [Presence] in Lower respiratory specimen by NAA with probe detection","1","Laboratory","Other Labs","0"
"94393-6","Respiratory pathogens DNA and RNA panel - Lower respiratory specimen by NAA with probe detection","Respiratory pathogens DNA and RNA panel - Lower respiratory specimen by NAA with probe detection","1","Laboratory","Other Labs","0"
"94396-9","Influenza virus A H1 RNA [Presence] in Lower respiratory specimen by NAA with probe detection","Influenza virus A H1 RNA [Presence] in Lower respiratory specimen by NAA with probe detection","1","Laboratory","Other Labs","0"
"94395-1","Influenza virus A H1 2009 pandemic RNA [Presence] in Lower respiratory specimen by NAA with probe detection","Influenza virus A H1 2009 pandemic RNA [Presence] in Lower respiratory specimen by NAA with probe detection","1","Laboratory","Other Labs","0"
"94397-7","Sulfocysteine, Hypoxanthine, Xanthine, Urate and Creatinine panel - Urine","Sulfocysteine, Hypoxanthine, Xanthine, Urate and Creatinine panel - Urine","1","Laboratory","Other Labs","0"
"94398-5","Ethyl sulfate [Mass/mass] in Meconium by Confirmatory method","Ethyl sulfate [Mass/mass] in Meconium by Confirmatory method","1","Laboratory","Other Labs","0"
"94399-3","Ethyl glucuronide [Mass/mass] in Meconium by Confirmatory method","Ethyl glucuronide [Mass/mass] in Meconium by Confirmatory method","1","Laboratory","Other Labs","0"
"94400-9","Protein.monoclonal [Presence] in Serum or Plasma","Protein.monoclonal [Presence] in Serum or Plasma","1","Laboratory","Other Labs","0"
"94419-9","Candida auris [Presence] in Isolate by MS.MALDI-TOF","Candida auris [Presence] in Isolate by MS.MALDI-TOF","1","Laboratory","Other Labs","0"
"94420-7","Lactobacillus crispatus+gasseri+jensenii + Gardnerella vaginalis + Atopobium vaginae rRNA [Presence] in Vaginal fluid by NAA with probe detection","Lactobacillus crispatus+gasseri+jensenii + Gardnerella vaginalis + Atopobium vaginae rRNA [Presence] in Vaginal fluid by NAA with probe detection","1","Laboratory","Other Labs","0"
"94421-5","Candida glabrata RNA [Presence] in Vaginal fluid by NAA with probe detection","Candida glabrata RNA [Presence] in Vaginal fluid by NAA with probe detection","1","Laboratory","Other Labs","0"
"94422-3","Candida albicans, C. dubliniensis, C. parapsilosis, and C. tropicalis RNA [Presence] in Vaginal fluid by NAA with probe detection","Candida albicans, C. dubliniensis, C. parapsilosis, and C. tropicalis RNA [Presence] in Vaginal fluid by NAA with probe detection","1","Laboratory","Other Labs","0"
"94423-1","Lysosomal enzymes screen [Interpretation] in Urine Narrative","Lysosomal enzymes screen [Interpretation] in Urine Narrative","1","Laboratory","Other Labs","0"
"94424-9","Staphylococcus aureus methicillin resistance SCCmec+orfX junction [Presence] by Molecular method","Staphylococcus aureus methicillin resistance SCCmec+orfX junction [Presence] by Molecular method","1","Laboratory","Other Labs","0"
"94425-6","Human papilloma virus E6+E7 mRNA [Presence] in Unspecified specimen by NAA with probe detection","Human papilloma virus E6+E7 mRNA [Presence] in Unspecified specimen by NAA with probe detection","1","Laboratory","Other Labs","0"
"94330-8","Specimen Processing comment","Specimen Processing comment","1","Laboratory","Other Labs","0"
"94331-6","Specimen Collection procedure comment","Specimen Collection procedure comment","1","Laboratory","Other Labs","0"
"94327-4","PhenX - human papillomavirus vaccine use protocol 100802","PhenX - human papillomavirus vaccine use protocol 100802","1","Laboratory","Other Labs","0"
"94318-3","Medical Aid in Dying Plan of care note","Medical Aid in Dying Plan of care note","1","Laboratory","Other Labs","0"
"94319-1","Medical Aid in Dying Consult note","Medical Aid in Dying Consult note","1","Laboratory","Other Labs","0"
"94320-9","Medical Aid in Dying procedure note","Medical Aid in Dying procedure note","1","Laboratory","Other Labs","0"
"94322-5","Medical Aid in Dying Telephone encounter Note","Medical Aid in Dying Telephone encounter Note","1","Laboratory","Other Labs","0"
"94321-7","Medical Aid in Dying Team Note","Medical Aid in Dying Team Note","1","Laboratory","Other Labs","0"
"94323-3","Wound, Ostomy, and Continence Care Team Conference note","Wound, Ostomy, and Continence Care Team Conference note","1","Laboratory","Other Labs","0"
"94324-1","Orthopaedic surgery Care management note","Orthopaedic surgery Care management note","1","Laboratory","Other Labs","0"
"94303-5","Pregnenolone and 17-Hydroxypregnenolone panel - Serum or Plasma","Pregnenolone and 17-Hydroxypregnenolone panel - Serum or Plasma","1","Laboratory","Other Labs","0"
"94304-3","OxyCODONE and metabolites panel - Urine by Confirmatory method","OxyCODONE and metabolites panel - Urine by Confirmatory method","1","Laboratory","Other Labs","0"
"94305-0","OxyMORphone and Noroxymorphone panel - Urine by Confirmatory method","OxyMORphone and Noroxymorphone panel - Urine by Confirmatory method","1","Laboratory","Other Labs","0"
"94269-8","Platelet aggregation EPINEPHrine induced in Platelet rich plasma --50 umol/L","Platelet aggregation EPINEPHrine induced in Platelet rich plasma --50 umol/L","1","Laboratory","Other Labs","0"
"94270-6","Coenzyme Q10 [Moles/mass] in Leukocytes","Coenzyme Q10 [Moles/mass] in Leukocytes","1","Laboratory","Other Labs","0"
"94271-4","PCA-1 IgG Ab [Presence] in Serum by Line blot","PCA-1 IgG Ab [Presence] in Serum by Line blot","1","Laboratory","Other Labs","0"
"94272-2","PCA-1 IgG Ab [Presence] in Cerebral spinal fluid by Line blot","PCA-1 IgG Ab [Presence] in Cerebral spinal fluid by Line blot","1","Laboratory","Other Labs","0"
"94273-0","Muscle specific receptor tyrosine kinase IgG Ab [Moles/volume] in Serum by Immunoassay","Muscle specific receptor tyrosine kinase IgG Ab [Moles/volume] in Serum by Immunoassay","1","Laboratory","Other Labs","0"
"94274-8","Bedaquiline [Susceptibility]","Bedaquiline [Susceptibility]","1","Laboratory","Other Labs","0"
"94275-5","Honey bee acid phosphatase recombinant (rApi m) 3 IgE Ab [Units/volume] in Serum","Honey bee acid phosphatase recombinant (rApi m) 3 IgE Ab [Units/volume] in Serum","1","Laboratory","Other Labs","0"
"94276-3","Honey bee dipeptidyl peptidase recombinant (rApi m) 5 IgE Ab [Units/volume] in Serum","Honey bee dipeptidyl peptidase recombinant (rApi m) 5 IgE Ab [Units/volume] in Serum","1","Laboratory","Other Labs","0"
"94277-1","Dog recombinant 6 IgE Ab [Units/volume] in Serum","Dog recombinant 6 IgE Ab [Units/volume] in Serum","1","Laboratory","Other Labs","0"
"94278-9","Cat recombinant (rFel d) 7 IgE Ab [Units/volume] in Serum","Cat recombinant (rFel d) 7 IgE Ab [Units/volume] in Serum","1","Laboratory","Other Labs","0"
"94279-7","Honey bee acid phosphatase recombinant (rApi m) 3 IgE Ab RAST class [Presence] in Serum","Honey bee acid phosphatase recombinant (rApi m) 3 IgE Ab RAST class [Presence] in Serum","1","Laboratory","Other Labs","0"
"94280-5","Honey bee dipeptidyl peptidase recombinant (rApi m) 5 IgE Ab RAST class [Presence] in Serum","Honey bee dipeptidyl peptidase recombinant (rApi m) 5 IgE Ab RAST class [Presence] in Serum","1","Laboratory","Other Labs","0"
"94282-1","Cat recombinant (rFel d) 7 IgE Ab RAST class [Presence] in Serum","Cat recombinant (rFel d) 7 IgE Ab RAST class [Presence] in Serum","1","Laboratory","Other Labs","0"
"94281-3","Dog recombinant 6 IgE Ab RAST class [Presence] in Serum","Dog recombinant 6 IgE Ab RAST class [Presence] in Serum","1","Laboratory","Other Labs","0"
"94283-9","Dipeptidyl aminopeptidase-like protein 6 IgG Ab [Presence] in Cerebral spinal fluid by Cell binding assay immunofluorescent assay","Dipeptidyl aminopeptidase-like protein 6 IgG Ab [Presence] in Cerebral spinal fluid by Cell binding assay immunofluorescent assay","1","Laboratory","Other Labs","0"
"94284-7","Dipeptidyl aminopeptidase-like protein 6 IgG Ab [Titer] in Cerebral spinal fluid by Immunofluorescence","Dipeptidyl aminopeptidase-like protein 6 IgG Ab [Titer] in Cerebral spinal fluid by Immunofluorescence","1","Laboratory","Other Labs","0"
"94285-4","Contactin-associated protein 2 IgG Ab [Presence] in Serum by Cell binding assay immunofluorescent assay","Contactin-associated protein 2 IgG Ab [Presence] in Serum by Cell binding assay immunofluorescent assay","1","Laboratory","Other Labs","0"
